       sku       asin price quantity
ertan-1355 B08TW84GXL     0        0
ertan-1356 B085P1SY93     0        0
ertan-1357 B01KGU5XR8     0        0
ertan-1358 B0B66M6KJ2     0        0
ertan-1359 B08N5FSF6F     0        0
ertan-1360 B0813YD7S1     0        0
ertan-1361 B0986CPKBH     0        0
ertan-1362 B07ZVX89NK     0        0
ertan-1363 B0B5K94D89     0        0
ertan-1364 B09VZ3LKFS     0        0
ertan-1365 B078SR3BHF     0        0
ertan-1366 B07VNLYH2S     0        0
ertan-1367 B07F3VKR5X     0        0
ertan-1368 B07RSRBMB8     0        0
ertan-1369 B07GTXLS5N     0        0
ertan-1370 B07YLJTHGT     0        0
ertan-1371 B07VQRFXHH     0        0
ertan-1372 B07SLVWD63     0        0
ertan-1373 B099MY1KZJ     0        0
ertan-1374 B08JPJJTF3     0        0
ertan-1375 B09N6MCHH5     0        0
ertan-1376 B078H8TZ4P     0        0
ertan-1377 B07H25BB1T     0        0
ertan-1378 B08CV9RR9Q     0        0
ertan-1379 B08B4SVF7Q     0        0
ertan-1380 B000TAW5AY     0        0
ertan-1381 B07XQL72D9     0        0
ertan-1382 B08CZLHV5N     0        0
