       sku       asin price quantity
 ertan-676 B01H2669YA     0        0
 ertan-677 B0B28X866V     0        0
 ertan-678 B08TCFWP5G     0        0
 ertan-679 B0933GK8QS     0        0
 ertan-680 B01K1N1HS4     0        0
 ertan-681 B01MR5DXEI     0        0
 ertan-682 B0B4SGH8H5     0        0
 ertan-683 B08RJP9CVD     0        0
 ertan-684 B08TW7L98C     0        0
 ertan-685 B08XXV1FNP     0        0
 ertan-686 B089M69JFP     0        0
 ertan-687 B09Q3KJ75P     0        0
 ertan-688 B07F124MSS     0        0
 ertan-689 B07JN7KCVD     0        0
 ertan-690 B07BVFSQN8     0        0
 ertan-691 B082G1BP4B     0        0
 ertan-692 B079THLFQ8     0        0
 ertan-693 B01KKLCKYC     0        0
 ertan-694 B08XLVH68S     0        0
 ertan-695 B08DQM3DTC     0        0
 ertan-696 B08X71HZTZ     0        0
 ertan-697 B07NVDPZ3R     0        0
 ertan-698 B08LKVPMPT     0        0
 ertan-699 B09FZTK4YZ     0        0
 ertan-700 B09P74MB62     0        0
 ertan-701 B07Z9XQTYY     0        0
 ertan-702 B08QJPHRZX     0        0
 ertan-703 B01M750UL3     0        0
 ertan-704 B075JFC2YQ     0        0
 ertan-705 B00M79PI0O     0        0
 ertan-706 B07KXRNV7T     0        0
 ertan-707 B07M6KSRJM     0        0
 ertan-708 B01L65MI8O     0        0
 ertan-709 B08T5Z5SFM     0        0
 ertan-710 B0972J58RK     0        0
 ertan-711 B01N10GW52     0        0
 ertan-712 B08F4SL5CL     0        0
 ertan-713 B00DUG2JKA     0        0
 ertan-714 B092Q2KF9Q     0        0
 ertan-715 B01EYWX81C     0        0
 ertan-716 B09G6GQCKG     0        0
 ertan-717 B07SFCY2ZP     0        0
 ertan-718 B07PGB39PB     0        0
 ertan-719 B08FC192CF     0        0
 ertan-720 B00SAK8IS8     0        0
 ertan-721 B086WB12XT     0        0
 ertan-722 B01HISXVPW     0        0
 ertan-723 B07JF9DV8J     0        0
 ertan-724 B0B37D7Y61     0        0
 ertan-725 B08HYNNBCN     0        0
 ertan-726 B08J865YHL     0        0
 ertan-727 B08ZLLBVD1     0        0
 ertan-728 B0B4JW58XM     0        0
 ertan-729 B082CY71NF     0        0
 ertan-730 B09G6R3937     0        0
 ertan-731 B072FRR312     0        0
 ertan-732 B08P8F9HG9     0        0
 ertan-733 B07P8N844L     0        0
 ertan-734 B07TNPK8HX     0        0
 ertan-735 B0797GFRPZ     0        0
 ertan-736 B07Q2WDQPV     0        0
 ertan-737 B00L3E5RV4     0        0
 ertan-738 B077Y42FW3     0        0
 ertan-739 B084Q7C69Y     0        0
 ertan-740 B01HDUY22Q     0        0
 ertan-741 B07QJCWVK3     0        0
 ertan-742 B08DXT43VG     0        0
 ertan-743 B07VQ3CZBK     0        0
 ertan-744 B08B4JB62L     0        0
 ertan-745 B07F85M38X     0        0
 ertan-746 B09736NTZL     0        0
 ertan-747 B088R77MY4     0        0
 ertan-748 B08QMN4LGB     0        0
 ertan-749 B0989DXGCJ     0        0
 ertan-750 B019RDYO70     0        0
 ertan-751 B082BKB4T5     0        0
 ertan-752 B089MG5GVJ     0        0
 ertan-753 B08BJTMQ27     0        0
 ertan-754 B07FM5B5XK     0        0
 ertan-755 B08DVD2T6V     0        0
 ertan-756 B0836BPQTY     0        0
 ertan-757 B09VXG7H1M     0        0
 ertan-758 B07VPPMFS2     0        0
 ertan-759 B09XVG43BJ     0        0
 ertan-760 B08MJC39SS     0        0
 ertan-761 B07GYB23LD     0        0
 ertan-762 B01BNSJLZ2     0        0
 ertan-763 B08FTHZZKD     0        0
 ertan-764 B07S63RR7M     0        0
 ertan-765 B0782P2SN4     0        0
 ertan-766 B09CTFRFTH     0        0
 ertan-767 B07PHQFC9B     0        0
 ertan-768 B08165Q577     0        0
 ertan-769 B06XR5NHPT     0        0
 ertan-770 B08VW3YRBY     0        0
 ertan-771 B07HDYPV35     0        0
 ertan-772 B07CNGWZCH     0        0
 ertan-773 B09R7LTN18     0        0
 ertan-774 B07K49R3NT     0        0
 ertan-775 B07JBR2KC9     0        0
 ertan-776 B07S2QFZQ5     0        0
 ertan-777 B079G41G6P     0        0
 ertan-778 B07PZKZHJH     0        0
 ertan-779 B07R87VTRB     0        0
 ertan-780 B09735LWBC     0        0
 ertan-781 B08H1JCLZV     0        0
 ertan-782 B095HT48MY     0        0
 ertan-783 B08XN7QNP3     0        0
 ertan-784 B07VJ1JZJN     0        0
 ertan-785 B08B122HMB     0        0
 ertan-786 B096ZRJJLJ     0        0
 ertan-787 B09MP2TLJ7     0        0
 ertan-788 B09137VHKN     0        0
 ertan-789 B07S1TF37W     0        0
 ertan-790 B0B3GFHR4N     0        0
 ertan-791 B07HJ87RPW     0        0
 ertan-792 B085WQ2HZX     0        0
 ertan-793 B08FJCMGLR     0        0
 ertan-794 B0919HHYVN     0        0
 ertan-795 B08PNJW858     0        0
 ertan-796 B09R1P7FPN     0        0
 ertan-797 B07LFLR7V4     0        0
 ertan-798 B081RGXFV1     0        0
 ertan-799 B08DQGQ2D9     0        0
 ertan-800 B09G54FB3N     0        0
 ertan-801 B08PCZZZF1     0        0
 ertan-802 B01J51TDPC     0        0
 ertan-803 B08KXR5M73     0        0
 ertan-804 B015HGZOFC     0        0
 ertan-805 B077FV8VYC     0        0
 ertan-806 B08HX7KZWZ     0        0
 ertan-807 B07X9BT2G5     0        0
 ertan-808 B08CSH4WG7     0        0
 ertan-809 B08DD3JMR4     0        0
 ertan-810 B088TD8FV2     0        0
 ertan-811 B07GXL88HC     0        0
 ertan-812 B09BVSRFJ9     0        0
 ertan-813 B08LZDRJGL     0        0
 ertan-814 B07ZFQ9RBM     0        0
 ertan-815 B07VQY9TY3     0        0
 ertan-816 B07Q4RP1JK     0        0
 ertan-817 B08JLT341H     0        0
 ertan-818 B09YRYQN6Q     0        0
 ertan-819 B0994J959J     0        0
 ertan-820 B07Q2WJVVM     0        0
 ertan-821 B06WLNV6FY     0        0
 ertan-822 B0769H411V     0        0
 ertan-823 B08BJRYL8K     0        0
 ertan-824 B00P8NQ9GS     0        0
 ertan-825 B008RPRJUY     0        0
 ertan-826 B08W43SQ6M     0        0
 ertan-827 B09QH36MQY     0        0
 ertan-828 B08DVFK7YW     0        0
 ertan-829 B099239X66     0        0
 ertan-830 B07HC95J5H     0        0
 ertan-831 B086PC1KVB     0        0
 ertan-832 B07JQVCBB3     0        0
 ertan-833 B07CDCQDTJ     0        0
 ertan-834 B09B649VTL     0        0
 ertan-835 B083BQ6NYF     0        0
 ertan-836 B01FZHM1BS     0        0
 ertan-837 B07X93DRMV     0        0
 ertan-838 B0981SJKD5     0        0
 ertan-839 B07NZ4FHPN     0        0
 ertan-840 B07PZKQRLT     0        0
 ertan-841 B093JXDHBQ     0        0
 ertan-842 B0875SLYFB     0        0
 ertan-843 B07B6QQHQ8     0        0
 ertan-844 B084KRM17M     0        0
 ertan-845 B07WVRVS3M     0        0
 ertan-846 B09MM2TVV1     0        0
 ertan-847 B08MT1BMMJ     0        0
 ertan-848 B08QZ7CWPP     0        0
 ertan-849 B08BJTLQFP     0        0
 ertan-850 B08JHLGPKR     0        0
 ertan-851 B08ZMKVFGG     0        0
 ertan-852 B012E40OGY     0        0
 ertan-853 B087B3DKL7     0        0
 ertan-854 B095KBCYFQ     0        0
 ertan-855 B00W4Q0HR4     0        0
 ertan-856 B0936868WT     0        0
 ertan-857 B0813XJT5M     0        0
 ertan-858 B07FTRDVCY     0        0
 ertan-859 B078FX13D4     0        0
 ertan-860 B07G5BLTX4     0        0
 ertan-861 B09MTSLGNV     0        0
 ertan-862 B092R6BQB7     0        0
 ertan-863 B08GKJQRFX     0        0
 ertan-864 B08MFCPSFT     0        0
 ertan-865 B07NTXY9HV     0        0
 ertan-866 B082RP3V7F     0        0
 ertan-867 B08DJ4KFWD     0        0
 ertan-868 B01N5XRWZ4     0        0
 ertan-869 B076WCC184     0        0
 ertan-870 B001FOPU1O     0        0
 ertan-871 B07LF7TZGD     0        0
 ertan-872 B01KOQQT4K     0        0
 ertan-873 B07XC4K83G     0        0
 ertan-874 B07S642KY5     0        0
 ertan-875 B07NY84CL5     0        0
 ertan-876 B076H36TXR     0        0
 ertan-877 B07DHFCSKP     0        0
 ertan-878 B089WG5SD3     0        0
 ertan-879 B08NCT8WV9     0        0
 ertan-880 B08721P34Q     0        0
 ertan-881 B07YWYT5MY     0        0
 ertan-882 B08JGH2854     0        0
 ertan-883 B099PP5L4S     0        0
 ertan-884 B0B2DKTS3T     0        0
 ertan-885 B07KFNLNC5     0        0
 ertan-886 B004ZTDADG     0        0
 ertan-887 B06VY6K8JW     0        0
 ertan-888 B07SZLHZ9X     0        0
 ertan-889 B01N7KIDW0     0        0
 ertan-890 B07PGTNZK9     0        0
 ertan-891 B087TMGYZX     0        0
 ertan-892 B08MVWZ4N8     0        0
 ertan-893 B09YY88GVH     0        0
 ertan-894 B08KCX4D35     0        0
 ertan-895 B07NZVXYBZ     0        0
 ertan-896 B07NZ1FR52     0        0
 ertan-897 B091YM2PB1     0        0
 ertan-898 B095HZX5H5     0        0
 ertan-899 B08CFSH35V     0        0
 ertan-900 B09NZH5M3W     0        0
 ertan-901 B09BMSK9YR     0        0
 ertan-902 B01FVXQDKG     0        0
 ertan-903 B005X1NV20     0        0
 ertan-904 B088DFVYL5     0        0
 ertan-905 B0937F9C9G     0        0
 ertan-906 B09PB2G1C6     0        0
 ertan-907 B085X25HLF     0        0
 ertan-908 B09L85F3VR     0        0
 ertan-909 B0842ZJGFF     0        0
 ertan-910 B07GW6YLHG     0        0
 ertan-911 B07S9RZZCK     0        0
 ertan-912 B09Q1ZQ131     0        0
 ertan-913 B097Q736TV     0        0
 ertan-914 B08L1VYW5V     0        0
 ertan-915 B09WPM3ZVC     0        0
 ertan-916 B09WB2CPRV     0        0
 ertan-917 B08MKNYY26     0        0
 ertan-918 B07CWLJSDX     0        0
 ertan-919 B08QRRBJHK     0        0
 ertan-920 B07H5BMVGK     0        0
 ertan-921 B09BQ1564C     0        0
 ertan-922 B07MQLK3BH     0        0
 ertan-923 B079K3G3XW     0        0
 ertan-924 B07VLXSZ6P     0        0
 ertan-925 B09C25WKB1     0        0
 ertan-926 B07VWT51VC     0        0
 ertan-927 B08CR1K43F     0        0
 ertan-928 B002XE6Z6O     0        0
 ertan-929 B08BHHNT72     0        0
 ertan-930 B08XV8GD7V     0        0
 ertan-931 B07S898F2H     0        0
 ertan-932 B086WB42KL     0        0
 ertan-933 B08DKZW8Q3     0        0
 ertan-934 B07S42BRSN     0        0
 ertan-935 B07F371Z8Y     0        0
 ertan-936 B083K92TLB     0        0
 ertan-937 B09G2X324B     0        0
 ertan-938 B09NPT6XJ6     0        0
 ertan-939 B07QMKR91D     0        0
 ertan-940 B078PP71WD     0        0
 ertan-941 B08ZKRTZFL     0        0
 ertan-942 B09ZP63T3C     0        0
 ertan-943 B08BHW7J86     0        0
 ertan-944 B08717XVWN     0        0
 ertan-945 B07NP6TJPG     0        0
 ertan-946 B09YM3LX1F     0        0
 ertan-947 B09G95311Y     0        0
 ertan-948 B0838MHCPM     0        0
 ertan-949 B08C52LLFD     0        0
 ertan-950 B0B1GZCLMX     0        0
 ertan-951 B091MLD172     0        0
 ertan-952 B07RFF3QX1     0        0
 ertan-953 B0991YQRCV     0        0
 ertan-954 B07H7D68PN     0        0
 ertan-955 B09969568H     0        0
 ertan-956 B0912LG1F6     0        0
 ertan-957 B08THKMG62     0        0
 ertan-958 B089B6YFPQ     0        0
 ertan-959 B083HTXGPY     0        0
 ertan-960 B081Q6FNNC     0        0
 ertan-961 B08GQVR9JY     0        0
 ertan-962 B07M5YJ84M     0        0
 ertan-963 B08RXRMBLJ     0        0
 ertan-964 B07JW8477L     0        0
 ertan-965 B085HPMLK6     0        0
 ertan-966 B083SN4YN1     0        0
 ertan-967 B09S61GZMR     0        0
 ertan-968 B08JGF9GBV     0        0
 ertan-969 B082YYFKB9     0        0
 ertan-970 B085VGKZCK     0        0
 ertan-971 B07H69K7H7     0        0
 ertan-972 B08WKP8BFW     0        0
 ertan-973 B08998DB76     0        0
 ertan-974 B0021FBI3U     0        0
 ertan-975 B092DS65LQ     0        0
 ertan-976 B09VPQ84T6     0        0
 ertan-977 B07X5S1MYJ     0        0
 ertan-978 B08JQ24TCQ     0        0
 ertan-979 B07DHYLRFT     0        0
 ertan-980 B07WFCFMD2     0        0
 ertan-981 B074SKQQ2D     0        0
 ertan-982 B01BD6FG7G     0        0
 ertan-983 B07Q292TFG     0        0
 ertan-984 B0796QMGMV     0        0
 ertan-985 B07KQWSV8W     0        0
 ertan-986 B0851ZFRCP     0        0
 ertan-987 B07QKNG9C7     0        0
 ertan-988 B093JZFT6P     0        0
 ertan-989 B0797KJQQJ     0        0
 ertan-990 B07MV6Z896     0        0
 ertan-991 B0919X78Y5     0        0
 ertan-992 B07V35TXXN     0        0
 ertan-993 B00BQ4HWL4     0        0
 ertan-994 B08NX5J684     0        0
 ertan-995 B08CN6NZ4R     0        0
 ertan-996 B01H2ULV8K     0        0
 ertan-997 B077N69DLD     0        0
 ertan-998 B08JCQW7SZ     0        0
 ertan-999 B07K6GRKCM     0        0
ertan-1000 B01G2YP6CY     0        0
ertan-1001 B09R69JZCG     0        0
ertan-1002 B0773LLSSP     0        0
ertan-1003 B01M9IDRPF     0        0
ertan-1004 B07ZWJHQK7     0        0
ertan-1005 B08TG1QB2B     0        0
ertan-1006 B06XH2H1MN     0        0
ertan-1007 B008G40WOQ     0        0
ertan-1008 B09W25DL3W     0        0
ertan-1009 B07X5B9GT6     0        0
ertan-1010 B08WCXBCF3     0        0
ertan-1011 B01JQOQLGC     0        0
ertan-1012 B01MRXCF4T     0        0
ertan-1013 B091JSHQ14     0        0
ertan-1014 B07MR1BVJN     0        0
ertan-1015 B083V5185H     0        0
ertan-1016 B0B69DBMTM     0        0
ertan-1017 B0863J2ZPL     0        0
ertan-1018 B00R345K2Y     0        0
ertan-1019 B08SJ8DXP3     0        0
ertan-1020 B089Q3PGRV     0        0
ertan-1021 B0946TB9CQ     0        0
ertan-1022 B07H9C8MDY     0        0
ertan-1023 B07BMPPWPB     0        0
ertan-1024 B07QM5RB12     0        0
ertan-1025 B071FJQXKY     0        0
ertan-1026 B08ZSQRP2L     0        0
ertan-1027 B07QTVSD98     0        0
ertan-1028 B08HVNHKVT     0        0
ertan-1029 B07Q34ZMZX     0        0
ertan-1030 B071752HKZ     0        0
ertan-1031 B01M7XOMTK     0        0
ertan-1032 B08CZHGMMP     0        0
ertan-1033 B08C5H1DXY     0        0
ertan-1034 B0994S8BFV     0        0
ertan-1035 B075FCBHGC     0        0
ertan-1036 B08LTPFPPX     0        0
ertan-1037 B07DNJ8L9Y     0        0
ertan-1038 B07XY8J5QC     0        0
ertan-1039 B000MKKA94     0        0
ertan-1040 B08JLGXHQG     0        0
ertan-1041 B01H64JMAQ     0        0
ertan-1042 B07P99M75W     0        0
ertan-1043 B076Y4WGGL     0        0
ertan-1044 B089SWLDNX     0        0
ertan-1045 B07JLPQCMT     0        0
ertan-1046 B08Y7NYY9G     0        0
ertan-1047 B07F8T7WZJ     0        0
ertan-1048 B08DCJ6RJW     0        0
ertan-1049 B08M9STNRB     0        0
ertan-1050 B09F8RVRXZ     0        0
ertan-1051 B06XCMZWNN     0        0
ertan-1052 B074L2RQ12     0        0
ertan-1053 B07MQBKVK4     0        0
ertan-1054 B06XKVVF5M     0        0
ertan-1055 B08S35FLZW     0        0
ertan-1056 B07X6GW9NT     0        0
ertan-1057 B07PLW8SL8     0        0
ertan-1058 B09L8423CX     0        0
ertan-1059 B07YB91MTP     0        0
ertan-1060 B09ZRT9C9C     0        0
ertan-1061 B08CBK31S9     0        0
ertan-1062 B07KXMRNSY     0        0
ertan-1063 B0006TU7OO     0        0
ertan-1064 B08DDJ66SZ     0        0
ertan-1065 B084GN1FD3     0        0
ertan-1066 B07LBWCRM7     0        0
ertan-1067 B01NBIA749     0        0
ertan-1068 B07BKRC3NG     0        0
ertan-1069 B07W7PP815     0        0
ertan-1070 B09ZQML2W3     0        0
ertan-1071 B07GM5W24F     0        0
ertan-1072 B089K7Z1HZ     0        0
ertan-1073 B08ZHT7B4Z     0        0
ertan-1074 B086N3SKMF     0        0
ertan-1075 B09JW2FQ4H     0        0
ertan-1076 B09DBRW992     0        0
ertan-1077 B07L6DBGYZ     0        0
ertan-1078 B08FJ8J4YJ     0        0
ertan-1079 B07PH3NLWH     0        0
ertan-1080 B086B8YGL2     0        0
ertan-1081 B07ZWR3BC5     0        0
ertan-1082 B09YTNMW5L     0        0
ertan-1083 B00K1SW0N6     0        0
ertan-1084 B07KG1GRCY     0        0
ertan-1085 B09X1GG357     0        0
ertan-1086 B07S2M7RBC     0        0
ertan-1087 B00W8JNRM4     0        0
ertan-1088 B08TR4L25X     0        0
ertan-1089 B0858D5DYT     0        0
ertan-1090 B07VGQPG2K     0        0
ertan-1091 B08H8BM7MX     0        0
ertan-1092 B0899HTLDM     0        0
ertan-1093 B009T8PZR2     0        0
ertan-1094 B089WFRR5F     0        0
ertan-1095 B082DX6WR3     0        0
ertan-1096 B0888FJH19     0        0
ertan-1097 B07HJK1JJB     0        0
ertan-1098 B07RTXR966     0        0
ertan-1099 B073RVWFSG     0        0
ertan-1100 B07H8J5F9Q     0        0
ertan-1101 B087WRGT72     0        0
ertan-1102 B08D9JLS9H     0        0
ertan-1103 B078PY3YYP     0        0
ertan-1104 B07WJ88JGY     0        0
ertan-1105 B0982VBNGK     0        0
ertan-1106 B09DXCRDVQ     0        0
ertan-1107 B08PDXBGN6     0        0
ertan-1108 B09FJP1NQ4     0        0
ertan-1109 B08LHCB792     0        0
ertan-1110 B08L9S391K     0        0
ertan-1111 B081PS834V     0        0
ertan-1112 B09TXQLQ1L     0        0
ertan-1113 B005K98ASU     0        0
ertan-1114 B09GXNW8YY     0        0
ertan-1115 B09GLPL19R     0        0
ertan-1116 B08N4D5RHP     0        0
ertan-1117 B094QKMPRV     0        0
ertan-1118 B07THJST43     0        0
ertan-1119 B07NTV5LK1     0        0
ertan-1120 B083NV1ZJG     0        0
ertan-1121 B06XRXN7QT     0        0
ertan-1122 B07589KVWM     0        0
ertan-1123 B085J1M5B3     0        0
ertan-1124 B08NV3BYW1     0        0
ertan-1125 B089RH3V25     0        0
ertan-1126 B07887X5YP     0        0
ertan-1127 B08BPGBQDK     0        0
ertan-1128 B0798SZZXT     0        0
ertan-1129 B0B5Y5DP3L     0        0
ertan-1130 B09PY68VM4     0        0
ertan-1131 B09CPGRWVQ     0        0
ertan-1132 B09SZ7DGYD     0        0
ertan-1133 B0839K7VMK     0        0
ertan-1134 B091YQJ7VF     0        0
ertan-1135 B08HLKS2JR     0        0
ertan-1136 B07Y72BG9X     0        0
ertan-1137 B09YNS7J6K     0        0
ertan-1138 B09XC68KZB     0        0
ertan-1139 B08JLGFD8F     0        0
ertan-1140 B082DH3RRS     0        0
ertan-1141 B08Q89NZK8     0        0
ertan-1142 B01H5AMDIE     0        0
ertan-1143 B07SJNL9LQ     0        0
ertan-1144 B09Z7QS9XG     0        0
ertan-1145 B00AWBN55E     0        0
ertan-1146 B07CZ6GXWJ     0        0
ertan-1147 B08SLGDHVF     0        0
ertan-1148 B088LCKHHZ     0        0
ertan-1149 B07H2C4653     0        0
ertan-1150 B0B5KV9ZF5     0        0
ertan-1151 B07JQ7JNZQ     0        0
ertan-1152 B08CS4DJGX     0        0
ertan-1153 B09D3CPVLS     0        0
ertan-1154 B07DS8P3SZ     0        0
ertan-1155 B09F5S6LNZ     0        0
ertan-1156 B071GTHD94     0        0
ertan-1157 B08H1FL7BW     0        0
ertan-1158 B07PB535WQ     0        0
ertan-1159 B07WRCYHNM     0        0
ertan-1160 B08ZMHTMQX     0        0
ertan-1161 B09JZ3WGRJ     0        0
ertan-1162 B09LQG4CX6     0        0
ertan-1163 B07L364SG3     0        0
ertan-1164 B01MSIBB7M     0        0
ertan-1165 B07GKRWHXP     0        0
ertan-1166 B08538SBG5     0        0
ertan-1167 B08F7H45MH     0        0
ertan-1168 B07HTFQCJJ     0        0
ertan-1169 B07J5CHQT2     0        0
ertan-1170 B097TBMS3W     0        0
ertan-1171 B08146D1SB     0        0
ertan-1172 B08FR8BSNR     0        0
ertan-1173 B083HTV7TZ     0        0
ertan-1174 B07SHFBQXL     0        0
ertan-1175 B08NGDJTD2     0        0
ertan-1176 B08MT75BZ6     0        0
ertan-1177 B099ZRXNP3     0        0
ertan-1178 B077PVDPX5     0        0
ertan-1179 B08GPHLGZK     0        0
ertan-1180 B07ZGL1CN9     0        0
ertan-1181 B09LCP4HQG     0        0
ertan-1182 B0B4X2Q2ZW     0        0
ertan-1183 B07WZMFXLY     0        0
ertan-1184 B00BP3ZL0A     0        0
ertan-1185 B0B93CQTX4     0        0
ertan-1186 B07WXK6RHP     0        0
ertan-1187 B095RYWR3J     0        0
ertan-1188 B08M9RR7T4     0        0
ertan-1189 B09S37N1X5     0        0
ertan-1190 B08DLDRRM1     0        0
ertan-1191 B07HQDMBT7     0        0
ertan-1192 B07N65RCRY     0        0
ertan-1193 B09NN1D3P8     0        0
ertan-1194 B01NA8RYJ7     0        0
ertan-1195 B09VC86N5K     0        0
ertan-1196 B004O78CL4     0        0
ertan-1197 B0831B82YK     0        0
ertan-1198 B06VXJQH4R     0        0
ertan-1199 B07BKXGGQC     0        0
ertan-1200 B09VPD4XPQ     0        0
ertan-1201 B07T7FM9FY     0        0
ertan-1202 B09K7PBGMJ     0        0
ertan-1203 B0B1J2VJL4     0        0
ertan-1204 B08RJC5B74     0        0
ertan-1205 B08QZ8HHV1     0        0
ertan-1206 B07B4QL6Z8     0        0
ertan-1207 B07B2W8V1W     0        0
ertan-1208 B094ZHG4LD     0        0
ertan-1209 B09B3HSN4F     0        0
ertan-1210 B08VF6JYKY     0        0
ertan-1211 B08DCPSDYX     0        0
ertan-1212 B083JWN7C7     0        0
ertan-1213 B07R7HS3TX     0        0
ertan-1214 B07FZCSHSF     0        0
ertan-1215 B07CT8JD5V     0        0
ertan-1216 B074HFNS9B     0        0
ertan-1217 B088FDMH1B     0        0
ertan-1218 B09VRXFMN8     0        0
ertan-1219 B07BZ85N55     0        0
ertan-1220 B099WNND9T     0        0
ertan-1221 B07YYN49R9     0        0
ertan-1222 B08TWQM1KB     0        0
ertan-1223 B0B3J11QS3     0        0
ertan-1224 B07GS4SRP3     0        0
ertan-1225 B088LSFKMQ     0        0
ertan-1226 B01A6N8XS6     0        0
ertan-1227 B08SRDMJ2C     0        0
ertan-1228 B07NZNV73R     0        0
ertan-1229 B07TP813RN     0        0
ertan-1230 B089KQGK2B     0        0
ertan-1231 B07MVBQQV7     0        0
ertan-1232 B08BY9HH69     0        0
ertan-1233 B09LHMSH62     0        0
ertan-1234 B07DD9QKDS     0        0
ertan-1235 B08VS5DZX2     0        0
ertan-1236 B07TT1BMB1     0        0
ertan-1237 B088FZVYCJ     0        0
ertan-1238 B07YCRD5ZY     0        0
ertan-1239 B09Z89BQMT     0        0
ertan-1240 B07TDD2RPS     0        0
ertan-1241 B0001XXCD8     0        0
ertan-1242 B01KGSWNE6     0        0
ertan-1243 B08Z2VKQV5     0        0
ertan-1244 B08BYMKCST     0        0
ertan-1245 B07RWV4WVB     0        0
ertan-1246 B085Q99W43     0        0
ertan-1247 B06XRYLV1S     0        0
ertan-1248 B074GJ975V     0        0
ertan-1249 B07FF14S5S     0        0
ertan-1250 B086VLZ789     0        0
ertan-1251 B0106UASB4     0        0
ertan-1252 B08GJC3G92     0        0
ertan-1253 B09DSHNYPF     0        0
ertan-1254 B07R7GLGTG     0        0
ertan-1255 B08H1L52YG     0        0
ertan-1256 B07Q9Z9KBD     0        0
ertan-1257 B01MXQEG3I     0        0
ertan-1258 B075XL2QL8     0        0
ertan-1259 B07RPYM27B     0        0
ertan-1260 B093FHF4ZH     0        0
ertan-1261 B07SYY4CTL     0        0
ertan-1262 B07SQ3H9G8     0        0
ertan-1263 B07XTD6223     0        0
ertan-1264 B074FTV287     0        0
ertan-1265 B07X3JG6Y9     0        0
ertan-1266 B00J2CFVEC     0        0
ertan-1267 B07HDKL7PX     0        0
ertan-1268 B07WFLPMX5     0        0
ertan-1269 B08GG24YKB     0        0
ertan-1270 B08GCJ3VC4     0        0
ertan-1271 B08M97TBCD     0        0
ertan-1272 B002646NLS     0        0
ertan-1273 B01MG72WT7     0        0
ertan-1274 B08HYXL3Q6     0        0
ertan-1275 B08DHD23ZP     0        0
ertan-1276 B06XSB3D1Y     0        0
ertan-1277 B081F6F991     0        0
ertan-1278 B07XKXPYXB     0        0
ertan-1279 B004BP5L5E     0        0
ertan-1280 B0085OI97O     0        0
ertan-1281 B073RQXQ8L     0        0
ertan-1282 B08PBLCFBT     0        0
ertan-1283 B08YJ8XN77     0        0
ertan-1284 B08VFC7SYQ     0        0
ertan-1285 B001BB8UZE     0        0
ertan-1286 B09PVCCLPY     0        0
ertan-1287 B077FXJTTS     0        0
ertan-1288 B08P7C3Z2Z     0        0
ertan-1289 B00MI0GB4Y     0        0
ertan-1290 B0117OD69O     0        0
ertan-1291 B088TMBVMN     0        0
ertan-1292 B000OL01K4     0        0
ertan-1293 B07ZSYKJPR     0        0
ertan-1294 B07ZXHJ7G5     0        0
ertan-1295 B094QLPYWZ     0        0
ertan-1296 B09DP6CSPZ     0        0
ertan-1297 B074Z32TVK     0        0
ertan-1298 B004O7AIUW     0        0
ertan-1299 B074W9LRGC     0        0
ertan-1300 B001PT8XNQ     0        0
ertan-1301 B0872SGMW1     0        0
ertan-1302 B07KRKNCXL     0        0
ertan-1303 B0011459VE     0        0
ertan-1304 B08HVC3V6Y     0        0
ertan-1305 B08G1BLCMY     0        0
ertan-1306 B07XDGPCD5     0        0
ertan-1307 B07XHG8BLT     0        0
ertan-1308 B08B43SNMD     0        0
ertan-1309 B09HN7WLZ9     0        0
ertan-1310 B09CD78PWP     0        0
ertan-1311 B07RM5XXF9     0        0
ertan-1312 B084ZVP16M     0        0
ertan-1313 B01B0B6VGE     0        0
ertan-1314 B07478C5VR     0        0
ertan-1315 B08XLQKDY6     0        0
ertan-1316 B07PM1XH37     0        0
ertan-1317 B07J42NH93     0        0
ertan-1318 B09G6J3Z4V     0        0
ertan-1319 B07YTPQGYS     0        0
ertan-1320 B08GBYLW7D     0        0
ertan-1321 B088P6FL1Z     0        0
ertan-1322 B0799H71TG     0        0
ertan-1323 B0816FNLH6     0        0
ertan-1324 B0852T2WBR     0        0
ertan-1325 B000H0XFCS     0        0
ertan-1326 B07RVDMRYC     0        0
ertan-1327 B085ZZ8T17     0        0
ertan-1328 B08LMJ3LRD     0        0
ertan-1329 B075FKGPJF     0        0
ertan-1330 B082CVYBVR     0        0
ertan-1331 B081TMJ9X9     0        0
ertan-1332 B0006B46V2     0        0
ertan-1333 B09BMXPS3J     0        0
ertan-1334 B08YZ3K9Q3     0        0
ertan-1335 B07FRKJC62     0        0
ertan-1336 B019BK4H8A     0        0
ertan-1337 B08CR6WL5T     0        0
ertan-1338 B08FXRTNWK     0        0
ertan-1339 B087CCWVZ8     0        0
ertan-1340 B09DSVYN6F     0        0
ertan-1341 B08J2N9RNM     0        0
ertan-1342 B092ZCTJ81     0        0
ertan-1343 B07CSQ63TZ     0        0
ertan-1344 B07J5L2NL6     0        0
ertan-1345 B07VRZR34S     0        0
ertan-1346 B07R4TM8T5     0        0
ertan-1347 B0B4RRQYPQ     0        0
ertan-1348 B07WCX2J4W     0        0
ertan-1349 B01MQHBDS3     0        0
ertan-1350 B09FKS2FVZ     0        0
ertan-1351 B0027A5KJW     0        0
ertan-1352 B06XC6J9BR     0        0
ertan-1353 B01BXDR65O     0        0
ertan-1354 B086DY6LWW     0        0
